party_id,party_at_fault,party1_type,party1_dir_of_travel,party1_move_pre_acc,party2_type,party2_dir_of_travel,party2_move_pre_acc,type_of_collision,involves_pedestrian,involves_bicycle,involves_motorcycle,involves_vehicle,ped_action,point,mviw
11974,1.0,Driver,South,Proceeding Straight,Driver,South,Stopped,Rear End,0,0,0,1,No Pedestrian Involved,POINT (-122.405658785 37.806673632),Other Motor Vehicle
11975,,Driver,North,Proceeding Straight,Driver,East,Proceeding Straight,Broadside,0,0,0,1,No Pedestrian Involved,POINT (-122.421891572 37.779890106),Other Motor Vehicle
11976,1.0,Driver,East,Proceeding Straight,Driver,East,Stopped In Road,Rear End,0,0,0,1,No Pedestrian Involved,POINT (-122.420383522 37.731599875),Other Motor Vehicle
11977,1.0,Pedestrian,West,Proceeding Straight,Driver,South,Backing,Vehicle/Pedestrian,1,0,0,1,Crossing Not in Crosswalk,POINT (-122.403914484 37.790188143),Pedestrian
11978,1.0,Driver,North,Proceeding Straight,Driver,East,Proceeding Straight,Broadside,0,0,0,1,No Pedestrian Involved,POINT (-122.435345702 37.71537905),Other Motor Vehicle
11979,1.0,Driver,West,Making Left Turn,Driver,East,Proceeding Straight,Not Stated,0,0,0,1,No Pedestrian Involved,POINT (-122.421578401 37.761700909),Other Motor Vehicle
11980,1.0,Driver,North,Slowing/Stopping,Driver,North,Stopped In Road,Rear End,0,0,0,1,No Pedestrian Involved,POINT (-122.401290835 37.771525559),Other Motor Vehicle
11981,1.0,Driver,West,Proceeding Straight,Unknown,Unknown,Unknown,Head-On,0,0,0,1,No Pedestrian Involved,POINT (-122.403075824 37.738990417),Fixed Object
11982,,Driver,East,Making Left Turn,Driver,North,Proceeding Straight,Sideswipe,0,0,0,1,No Pedestrian Involved,POINT (-122.422571062 37.748772898),Other Motor Vehicle
11983,1.0,Driver,West,Making Left Turn,Bicyclist,North,Proceeding Straight,Broadside,0,1,0,1,No Pedestrian Involved,POINT (-122.464237375 37.765066771),Bicycle
11984,1.0,Driver,East,Other,Driver,East,Proceeding Straight,Sideswipe,0,0,0,1,No Pedestrian Involved,POINT (-122.421716206 37.761692523),Other Motor Vehicle
11985,1.0,Driver,North,Proceeding Straight,Unknown,Unknown,Unknown,Hit Object,0,0,0,1,No Pedestrian Involved,POINT (-122.443440764 37.736572724),Fixed Object
11986,1.0,Driver,West,Making Right Turn,Pedestrian,South,Proceeding Straight,Vehicle/Pedestrian,1,0,0,1,Crossing in Crosswalk at Intersection,POINT (-122.42282151 37.741019657),Pedestrian
11987,1.0,Driver,East,Proceeding Straight,Driver,South,Making Left Turn,Not Stated,0,0,0,1,No Pedestrian Involved,POINT (-122.476039472 37.726949914),Other Motor Vehicle
11988,1.0,Driver,East,Making U Turn,Driver,South,Proceeding Straight,Broadside,0,0,0,1,No Pedestrian Involved,POINT (-122.387368262 37.725354104),Other Motor Vehicle
11989,1.0,Driver,East,Proceeding Straight,Driver,East,Stopped In Road,Rear End,0,0,0,1,No Pedestrian Involved,POINT (-122.394821186 37.765166668),Other Motor Vehicle
11990,1.0,Pedestrian,West,Proceeding Straight,Driver,South,Making Left Turn,Broadside,1,0,0,1,Crossing in Crosswalk at Intersection,POINT (-122.402708154 37.783259236),Pedestrian
11991,1.0,Driver,East,Proceeding Straight,Parked Vehicle,Not Stated,Parked,Sideswipe,0,0,0,1,No Pedestrian Involved,POINT (-122.392166884 37.738474545),Other Motor Vehicle
11992,1.0,Driver,East,Stopped In Road,Bicyclist,East,Proceeding Straight,Other,0,1,0,1,No Pedestrian Involved,POINT (-122.402596239 37.788363169),Bicycle
11993,,Driver,North,Proceeding Straight,Driver,North,Making Left Turn,Sideswipe,0,0,0,1,No Pedestrian Involved,POINT (-122.417543667 37.765765914),Other Motor Vehicle
11994,1.0,Driver,East,Making Left Turn,Pedestrian,East,Proceeding Straight,Vehicle/Pedestrian,1,0,0,1,Crossing in Crosswalk at Intersection,POINT (-122.452664721 37.708806337),Pedestrian
11995,1.0,Driver,North,Parking Maneuver,Unknown,Unknown,Unknown,Hit Object,0,0,0,1,No Pedestrian Involved,POINT (-122.479295906 37.748503636),Fixed Object
11996,1.0,Driver,South,Making Left Turn,Driver,East,Proceeding Straight,Broadside,0,0,0,1,No Pedestrian Involved,POINT (-122.427988927 37.78495388),Other Motor Vehicle
11997,1.0,Bicyclist,East,Making Left Turn,Driver,East,Proceeding Straight,Other,0,1,0,1,No Pedestrian Involved,POINT (-122.4306092 37.781645584),Bicycle
11998,1.0,Bicyclist,South,Proceeding Straight,Driver,West,Making Right Turn,Overturned,0,0,0,1,No Pedestrian Involved,POINT (-122.415567863 37.773105737),Non-Collision
11999,1.0,Driver,North,Making Left Turn,Driver,South,Proceeding Straight,Sideswipe,1,0,0,1,Not Stated,POINT (-122.437010758 37.724840763),Other Motor Vehicle
12000,1.0,Driver,East,Proceeding Straight,Driver,West,Proceeding Straight,Head-On,0,0,0,1,No Pedestrian Involved,POINT (-122.440081243 37.730161667),Other Motor Vehicle
12001,1.0,Driver,East,Making Left Turn,Pedestrian,North,Not Stated,Vehicle/Pedestrian,1,0,0,1,Crossing in Crosswalk at Intersection,POINT (-122.429116242 37.745960041),Pedestrian
12002,1.0,Driver,North,Proceeding Straight,Driver,East,Proceeding Straight,Broadside,0,0,0,1,No Pedestrian Involved,POINT (-122.419486477 37.729046445),Fixed Object
12003,1.0,Driver,South,Making Left Turn,Driver,South,Proceeding Straight,Sideswipe,0,0,0,1,No Pedestrian Involved,POINT (-122.425236501 37.788070188),Other Motor Vehicle
12004,1.0,Driver,East,Proceeding Straight,Driver,East,Stopped In Road,Rear End,0,0,0,1,No Pedestrian Involved,POINT (-122.438641761 37.721626384),Other Motor Vehicle
12005,1.0,Driver,East,Proceeding Straight,Driver,East,Proceeding Straight,Rear End,0,0,0,1,No Pedestrian Involved,POINT (-122.482010056 37.785880693),Other Motor Vehicle
12006,1.0,Driver,West,Making Left Turn,Driver,West,Proceeding Straight,Broadside,0,0,0,1,No Pedestrian Involved,POINT (-122.433784546 37.780286694),Other Motor Vehicle
12007,2.0,Driver,South,Proceeding Straight,Pedestrian,West,Other,Vehicle/Pedestrian,1,0,0,1,Crossing in Crosswalk at Intersection,POINT (-122.418618217 37.773053454),Pedestrian
12008,1.0,Driver,East,Making Right Turn,Pedestrian,South,Proceeding Straight,Vehicle/Pedestrian,1,0,0,1,Crossing in Crosswalk at Intersection,POINT (-122.445807538 37.717080229),Pedestrian
12009,1.0,Driver,East,Proceeding Straight,Driver,North,Proceeding Straight,Broadside,0,0,0,1,No Pedestrian Involved,POINT (-122.395843499 37.781321257),Other Motor Vehicle
12010,1.0,Driver,East,Making U Turn,Driver,East,Passing Other Vehicle,Sideswipe,0,0,0,1,No Pedestrian Involved,POINT (-122.440078365 37.721566192),Other Motor Vehicle
12011,1.0,Driver,West,Proceeding Straight,Driver,North,Proceeding Straight,Broadside,0,0,0,1,No Pedestrian Involved,POINT (-122.493718804 37.73190988),Other Motor Vehicle
12012,1.0,Driver,West,Stopped In Road,Pedestrian,South,Proceeding Straight,Vehicle/Pedestrian,1,0,0,1,Crossing in Crosswalk at Intersection,POINT (-122.39002504 37.776300145),Pedestrian
12013,1.0,Driver,West,Proceeding Straight,Driver,North,Proceeding Straight,Broadside,0,0,0,1,No Pedestrian Involved,POINT (-122.435976888 37.723129963),Other Motor Vehicle
12014,1.0,Driver,South,Stopped In Road,Bicyclist,South,Passing Other Vehicle,Sideswipe,0,1,0,1,No Pedestrian Involved,POINT (-122.437894361 37.775700567),Bicycle
12015,1.0,Driver,West,Making U Turn,Bicyclist,West,Proceeding Straight,Sideswipe,0,1,0,1,No Pedestrian Involved,POINT (-122.418483688 37.765122923),Bicycle
12016,1.0,Bicyclist,South,Changing Lanes,Other,Not Stated,Not Stated,Rear End,0,1,0,0,No Pedestrian Involved,POINT (-122.415113492 37.779722111),Bicycle
12017,1.0,Driver,South,Making Left Turn,Driver,North,Proceeding Straight,Broadside,0,0,0,1,No Pedestrian Involved,POINT (-122.431204945 37.784568241),Other Motor Vehicle
12018,1.0,Driver,North,Proceeding Straight,Unknown,Unknown,Unknown,Hit Object,0,0,0,1,No Pedestrian Involved,POINT (-122.444846436 37.722828944),Fixed Object
12019,1.0,Driver,East,Making Left Turn,Bicyclist,West,Proceeding Straight,Broadside,0,1,0,1,No Pedestrian Involved,POINT (-122.395060545 37.766544577),Bicycle
12020,1.0,Driver,South,Backing,Pedestrian,East,Not Stated,Vehicle/Pedestrian,1,0,0,1,Not in Road,POINT (-122.407943829 37.779965909),Pedestrian
12021,1.0,Driver,West,Proceeding Straight,Driver,West,Making Right Turn,Sideswipe,0,0,0,1,No Pedestrian Involved,POINT (-122.418530632 37.804999044),Other Motor Vehicle
12022,1.0,Driver,East,Proceeding Straight,Driver,South,Proceeding Straight,Broadside,0,0,0,1,No Pedestrian Involved,POINT (-122.415080545 37.711655034),Other Motor Vehicle
12023,,Driver,North,Proceeding Straight,Driver,South,Proceeding Straight,Sideswipe,0,0,0,1,No Pedestrian Involved,POINT (-122.443824584 37.71038731),Other Motor Vehicle
12024,1.0,Driver,South,Proceeding Straight,Driver,East,Proceeding Straight,Broadside,0,0,0,1,No Pedestrian Involved,POINT (-122.396770891 37.765130495),Other Motor Vehicle
12025,1.0,Bicyclist,North,Proceeding Straight,Driver,Not Stated,Proceeding Straight,Broadside,0,1,0,1,No Pedestrian Involved,POINT (-122.421578401 37.761700909),Bicycle
12026,1.0,Bicyclist,South,Making Right Turn,Driver,West,Proceeding Straight,Broadside,0,1,0,1,No Pedestrian Involved,POINT (-122.446610465 37.786302299),Bicycle
12027,1.0,Driver,South,Proceeding Straight,Driver,South,Proceeding Straight,Rear End,0,0,0,1,No Pedestrian Involved,POINT (-122.475142854 37.725064248),Other Motor Vehicle
12028,,Driver,North,Proceeding Straight,Driver,North,Proceeding Straight,Not Stated,0,0,0,1,No Pedestrian Involved,POINT (-122.420439518 37.781030842),Not Stated
12029,1.0,Pedestrian,North,Proceeding Straight,Driver,South,Making Left Turn,Vehicle/Pedestrian,1,0,0,1,Crossing in Crosswalk at Intersection,POINT (-122.48953948 37.772325474),Pedestrian
12030,1.0,Pedestrian,Not Stated,Proceeding Straight,Driver,Not Stated,Making Right Turn,Vehicle/Pedestrian,1,0,0,1,Crossing in Crosswalk at Intersection,POINT (-122.416071735 37.784448842),Pedestrian
12031,1.0,Bicyclist,South,Entering Traffic,Driver,West,Entering Traffic,Broadside,0,1,0,1,No Pedestrian Involved,POINT (-122.477132442 37.763829856),Bicycle
12032,1.0,Driver,North,Making Left Turn,Pedestrian,East,Proceeding Straight,Vehicle/Pedestrian,1,0,0,1,Crossing in Crosswalk at Intersection,POINT (-122.392077449 37.78184617),Pedestrian
12033,1.0,Driver,North,Making Right Turn,Driver,North,Stopped In Road,Rear End,0,0,0,1,No Pedestrian Involved,POINT (-122.402511928 37.712134379),Other Motor Vehicle
12034,1.0,Driver,East,Changing Lanes,Bicyclist,East,Proceeding Straight,Sideswipe,0,1,0,1,No Pedestrian Involved,POINT (-122.462039374 37.781066005),Bicycle
12035,1.0,Driver,East,Proceeding Straight,Pedestrian,Not Stated,Not Stated,Vehicle/Pedestrian,1,0,0,1,Crossing in Crosswalk at Intersection,POINT (-122.464693461 37.786670439),Pedestrian
12036,1.0,Driver,South,Proceeding Straight,Driver,South,Stopped In Road,Rear End,0,0,0,1,No Pedestrian Involved,POINT (-122.420445349 37.780672116),Other Motor Vehicle
12037,1.0,Driver,East,Proceeding Straight,Driver,North,Making Left Turn,Broadside,0,0,0,1,No Pedestrian Involved,POINT (-122.466694444 37.784715523),Other Motor Vehicle
12038,1.0,Driver,North,Proceeding Straight,Driver,East,Proceeding Straight,Broadside,0,0,0,1,No Pedestrian Involved,POINT (-122.402228639 37.798429701),Other Motor Vehicle
12039,1.0,Driver,South,Proceeding Straight,Driver,Not Stated,Stopped In Road,Rear End,0,0,0,1,No Pedestrian Involved,POINT (-122.424141699 37.799521181),Other Motor Vehicle
12040,,Driver,West,Proceeding Straight,Driver,West,Proceeding Straight,Broadside,0,0,0,1,No Pedestrian Involved,POINT (-122.436329975 37.714328724),Motor Vehicle on Other Roadway
12041,1.0,Driver,South,Making Right Turn,Driver,South,Proceeding Straight,Broadside,0,0,0,1,No Pedestrian Involved,POINT (-122.401973427 37.804072251),Other Motor Vehicle
12042,1.0,Pedestrian,East,Not Stated,Driver,South,Proceeding Straight,Vehicle/Pedestrian,1,0,0,1,Crossing Not in Crosswalk,POINT (-122.418476389 37.772343684),Pedestrian
12043,1.0,Bicyclist,South,Proceeding Straight,Driver,West,Proceeding Straight,Broadside,0,1,0,1,No Pedestrian Involved,POINT (-122.408516331 37.7737597),Bicycle
12044,1.0,Driver,South,Proceeding Straight,Driver,South,Stopped In Road,Rear End,0,0,0,1,No Pedestrian Involved,POINT (-122.423840957 37.773072569),Other Motor Vehicle
12045,1.0,Driver,North,Proceeding Straight,Driver,East,Proceeding Straight,Broadside,0,0,0,1,No Pedestrian Involved,POINT (-122.416113017 37.793013608),Other Motor Vehicle
12046,1.0,Driver,South,Ran Off Road,Unknown,Unknown,Unknown,Hit Object,0,0,0,1,No Pedestrian Involved,,Fixed Object
12047,1.0,Driver,North,Entering Traffic,Driver,North,Proceeding Straight,Broadside,0,0,0,1,No Pedestrian Involved,POINT (-122.446532982 37.776110591),Other Motor Vehicle
12048,1.0,Driver,West,Making Right Turn,Driver,West,Making Right Turn,Sideswipe,0,0,0,1,No Pedestrian Involved,POINT (-122.429554057 37.776044286),Other Motor Vehicle
12049,1.0,Driver,South,Backing,Pedestrian,West,Not Stated,Vehicle/Pedestrian,1,0,0,1,"In Road, Including Shoulder",POINT (-122.394588538 37.752426707),Pedestrian
12050,1.0,Driver,West,Making Left Turn,Driver,South,Proceeding Straight,Broadside,0,0,0,1,No Pedestrian Involved,POINT (-122.411277937 37.771578677),Other Motor Vehicle
12051,1.0,Driver,North,Proceeding Straight,Driver,South,Proceeding Straight,Broadside,0,0,0,1,No Pedestrian Involved,POINT (-122.444318619 37.798790245),Other Motor Vehicle
12052,1.0,Driver,South,Other,Driver,North,Proceeding Straight,Overturned,0,0,0,1,No Pedestrian Involved,POINT (-122.426136108 37.730786567),Other Motor Vehicle
12053,1.0,Pedestrian,West,Proceeding Straight,Driver,South,Proceeding Straight,Broadside,1,0,0,1,Crossing in Crosswalk at Intersection,POINT (-122.39562276 37.722431604),Pedestrian
12054,1.0,Driver,West,Changing Lanes,Driver,West,Proceeding Straight,Sideswipe,0,0,0,1,No Pedestrian Involved,POINT (-122.399616233 37.780791483),Other Motor Vehicle
12055,1.0,Driver,North,Proceeding Straight,Unknown,Unknown,Unknown,Hit Object,0,0,0,1,No Pedestrian Involved,POINT (-122.413385237 37.769502005),Fixed Object
12056,1.0,Driver,West,Making Left Turn,Driver,North,Proceeding Straight,Broadside,0,0,0,1,No Pedestrian Involved,POINT (-122.418618217 37.773053454),Other Motor Vehicle
12057,1.0,Driver,East,Making Right Turn,Bicyclist,East,Proceeding Straight,Sideswipe,0,1,0,1,No Pedestrian Involved,POINT (-122.420254279 37.774358674),Bicycle
12058,,Driver,East,Changing Lanes,Driver,East,Proceeding Straight,Sideswipe,0,0,0,1,No Pedestrian Involved,POINT (-122.38470554 37.740897516),Other Object
12059,1.0,Driver,South,Making U Turn,Driver,South,Proceeding Straight,Sideswipe,0,0,0,1,No Pedestrian Involved,POINT (-122.435766816 37.745549949),Other Motor Vehicle
12060,1.0,Driver,East,Proceeding Straight,Driver,East,Stopped In Road,Sideswipe,0,0,0,1,No Pedestrian Involved,POINT (-122.42052795 37.728928252),Parked Motor Vehicle
12061,,Driver,South,Making Left Turn,Pedestrian,West,Proceeding Straight,Vehicle/Pedestrian,1,0,0,1,Crossing in Crosswalk at Intersection,POINT (-122.423800671 37.761565673),Pedestrian
12062,,Driver,South,Proceeding Straight,Driver,South,Slowing/Stopping,Not Stated,0,0,0,1,No Pedestrian Involved,POINT (-122.437610624 37.774061647),Other Motor Vehicle
12063,1.0,Pedestrian,West,Proceeding Straight,Driver,North,Proceeding Straight,Broadside,1,0,0,1,Crossing Not in Crosswalk,POINT (-122.428938355 37.767396013),Pedestrian
12064,1.0,Driver,East,Making Left Turn,Driver,West,Proceeding Straight,Head-On,0,0,0,1,No Pedestrian Involved,POINT (-122.438641761 37.721626384),Other Motor Vehicle
12065,1.0,Driver,East,Making Right Turn,Pedestrian,West,Not Stated,Vehicle/Pedestrian,1,0,0,1,Crossing in Crosswalk at Intersection,POINT (-122.423970353 37.798544663),Pedestrian
12066,,Driver,West,Not Stated,Pedestrian,South,Not Stated,Not Stated,1,0,0,1,Not Stated,POINT (-122.466991014 37.739723499),Not Stated
12067,,Driver,North,Making U Turn,Pedestrian,Not Stated,Stopped In Road,Hit Object,1,0,0,1,Not in Road,POINT (-122.415250649 37.7647053),Fixed Object
12068,1.0,Parked Vehicle,South,Parked,Driver,South,Proceeding Straight,Sideswipe,0,0,0,1,No Pedestrian Involved,POINT (-122.438088579 37.776137954),Parked Motor Vehicle
12069,1.0,Driver,East,Proceeding Straight,Parked Vehicle,North,Parked,Sideswipe,0,0,0,1,No Pedestrian Involved,POINT (-122.390879003 37.733015761),Other Motor Vehicle
12070,,Driver,West,Proceeding Straight,Parked Vehicle,West,Parked,Rear End,0,0,0,1,No Pedestrian Involved,POINT (-122.481484126 37.768348762),Parked Motor Vehicle
12071,1.0,Driver,North,Proceeding Straight,Parked Vehicle,North,Parked,Rear End,0,0,0,1,No Pedestrian Involved,POINT (-122.446408616 37.775492284),Parked Motor Vehicle
12072,1.0,Driver,West,Proceeding Straight,Pedestrian,Not Stated,Proceeding Straight,Vehicle/Pedestrian,1,0,0,1,Crossing in Crosswalk at Intersection,POINT (-122.422713159 37.800624155),Pedestrian
12073,1.0,Pedestrian,East,Not Stated,Driver,South,Proceeding Straight,Vehicle/Pedestrian,1,0,0,1,Crossing Not in Crosswalk,POINT (-122.40753423 37.765783299),Pedestrian
12074,1.0,Driver,West,Proceeding Straight,Driver,South,Proceeding Straight,Broadside,0,0,0,1,No Pedestrian Involved,POINT (-122.424538965 37.745435717),Other Motor Vehicle
12075,1.0,Bicyclist,East,Making Right Turn,Driver,South,Proceeding Straight,Sideswipe,0,1,0,1,No Pedestrian Involved,POINT (-122.403387209 37.780264973),Bicycle
12076,1.0,Pedestrian,North,Other,Driver,East,Proceeding Straight,Vehicle/Pedestrian,1,0,0,1,Crossing in Crosswalk at Intersection,POINT (-122.402478807 37.712201797),Pedestrian
12077,1.0,Bicyclist,North,Proceeding Straight,Parked Vehicle,North,Parked,Sideswipe,0,1,0,0,No Pedestrian Involved,POINT (-122.425705681 37.758493061),Bicycle
12078,1.0,Driver,North,Proceeding Straight,Driver,North,Stopped In Road,Rear End,0,0,0,1,No Pedestrian Involved,POINT (-122.428905309 37.78953374),Other Motor Vehicle
12079,1.0,Driver,East,Proceeding Straight,Pedestrian,South,Not Stated,Vehicle/Pedestrian,1,0,0,1,Crossing in Crosswalk at Intersection,POINT (-122.447687959 37.773732769),Pedestrian
12080,1.0,Driver,South,Making Left Turn,Pedestrian,West,Proceeding Straight,Vehicle/Pedestrian,1,0,0,1,Crossing in Crosswalk at Intersection,POINT (-122.432463569 37.769241602),Pedestrian
12081,1.0,Driver,South,Entering Traffic,Bicyclist,West,Proceeding Straight,Broadside,0,1,0,1,No Pedestrian Involved,POINT (-122.413661279 37.770308275),Bicycle
12082,1.0,Driver,North,Proceeding Straight,Pedestrian,East,Other,Vehicle/Pedestrian,1,0,0,1,Crossing Not in Crosswalk,POINT (-122.419521967 37.7635251),Pedestrian
12083,1.0,Driver,East,Proceeding Straight,Unknown,Unknown,Unknown,Hit Object,0,0,0,1,No Pedestrian Involved,POINT (-122.42685829 37.769042389),Fixed Object
12084,1.0,Driver,East,Making Left Turn,Pedestrian,North,Other,Vehicle/Pedestrian,1,0,0,1,Crossing in Crosswalk at Intersection,POINT (-122.443696074 37.718928673),Pedestrian
12085,,Driver,East,Stopped In Road,Bicyclist,East,Proceeding Straight,Other,0,1,0,1,No Pedestrian Involved,POINT (-122.414741222 37.778719429),Bicycle
12086,1.0,Driver,South,Proceeding Straight,Driver,West,Making Left Turn,Broadside,0,0,0,1,No Pedestrian Involved,POINT (-122.427724045 37.77531731),Other Motor Vehicle
12087,1.0,Driver,North,Proceeding Straight,Driver,North,Stopped In Road,Rear End,0,0,0,1,No Pedestrian Involved,POINT (-122.475808299 37.744581961),Other Motor Vehicle
12088,,Driver,West,Proceeding Straight,Driver,West,Slowing/Stopping,Rear End,0,0,0,1,No Pedestrian Involved,POINT (-122.400229807 37.785219013),Other Motor Vehicle
12089,1.0,Driver,South,Backing,Driver,South,Proceeding Straight,Rear End,0,0,0,1,No Pedestrian Involved,POINT (-122.4583711 37.774308895),Other Motor Vehicle
12090,1.0,Driver,West,Proceeding Straight,Bicyclist,South,Proceeding Straight,Broadside,0,1,0,1,No Pedestrian Involved,POINT (-122.488956039 37.734113298),Bicycle
12091,1.0,Driver,South,Proceeding Straight,Driver,North,Proceeding Straight,Broadside,0,0,0,1,No Pedestrian Involved,POINT (-122.405869372 37.734764794),Other Object
12092,1.0,Driver,West,Proceeding Straight,Driver,West,Proceeding Straight,Head-On,0,0,0,1,No Pedestrian Involved,POINT (-122.440998757 37.756218485),Not Stated
12093,1.0,Driver,East,Making Right Turn,Bicyclist,North,Proceeding Straight,Broadside,0,1,0,1,No Pedestrian Involved,POINT (-122.46391189 37.760405344),Bicycle
