party_id,party_at_fault,party1_type,party1_dir_of_travel,party1_move_pre_acc,party2_type,party2_dir_of_travel,party2_move_pre_acc,type_of_collision,involves_pedestrian,involves_bicycle,involves_motorcycle,involves_vehicle,ped_action,point,mviw
19948,1.0,Driver,West,Making Left Turn,Driver,East,Proceeding Straight,Broadside,0,0,0,1,No Pedestrian Involved,POINT (-122.478304879 37.780381192),Other Motor Vehicle
19949,1.0,Driver,South,Proceeding Straight,Unknown,Unknown,Unknown,Hit Object,0,0,0,1,No Pedestrian Involved,POINT (-122.47230129 37.715921014),Fixed Object
19950,1.0,Driver,South,Stopped In Road,Pedestrian,North,Proceeding Straight,Vehicle/Pedestrian,1,0,0,1,Crossing in Crosswalk at Intersection,POINT (-122.410416013 37.748366022),Pedestrian
19951,1.0,Driver,East,Proceeding Straight,Driver,East,Slowing/Stopping,Rear End,0,0,0,1,No Pedestrian Involved,POINT (-122.410367127 37.782114259),Other Motor Vehicle
19952,1.0,Driver,East,Passing Other Vehicle,Driver,East,Changing Lanes,Sideswipe,0,0,0,1,No Pedestrian Involved,POINT (-122.429916707 37.774087734),Other Motor Vehicle
19953,1.0,Driver,West,Making Left Turn,Pedestrian,West,Not Stated,Vehicle/Pedestrian,1,0,0,1,Crossing in Crosswalk Not at Intersection,POINT (-122.407146571 37.779728591),Pedestrian
19954,1.0,Bicyclist,North,Proceeding Straight,Driver,South,Making Left Turn,Head-On,0,1,0,1,No Pedestrian Involved,POINT (-122.394481274 37.787298215),Bicycle
19955,1.0,Driver,North,Other Unsafe Turning,Pedestrian,Not Stated,Not Stated,Vehicle/Pedestrian,1,0,0,1,Crossing Not in Crosswalk,POINT (-122.409138478 37.736822771),Pedestrian
19956,1.0,Driver,East,Crossed Into Opposing Lane,Parked Vehicle,West,Parked,Sideswipe,0,0,0,1,No Pedestrian Involved,POINT (-122.417335735 37.750697055),Parked Motor Vehicle
19957,1.0,Driver,South,Proceeding Straight,Driver,South,Parked,Sideswipe,0,0,0,1,No Pedestrian Involved,POINT (-122.408818606 37.774000534),Parked Motor Vehicle
19958,1.0,Driver,South,Making Left Turn,Driver,North,Proceeding Straight,Broadside,0,0,0,1,No Pedestrian Involved,POINT (-122.393618076 37.783077854),Other Motor Vehicle
19959,1.0,Driver,West,Stopped In Road,Bicyclist,West,Passing Other Vehicle,Sideswipe,0,1,0,1,No Pedestrian Involved,POINT (-122.443316006 37.71868537),Bicycle
19960,1.0,Driver,North,Entering Traffic,Driver,West,Proceeding Straight,Broadside,0,0,0,1,No Pedestrian Involved,POINT (-122.429604873 37.78081984),Other Motor Vehicle
19961,1.0,Driver,West,Making Right Turn,Pedestrian,South,Other,Vehicle/Pedestrian,1,0,0,1,Crossing in Crosswalk at Intersection,POINT (-122.428614043 37.77138333),Pedestrian
19962,1.0,Driver,South,Making Left Turn,Bicyclist,East,Proceeding Straight,Sideswipe,0,1,0,1,No Pedestrian Involved,POINT (-122.410497553 37.806962911),Bicycle
19963,1.0,Driver,South,Making Left Turn,Pedestrian,East,Proceeding Straight,Vehicle/Pedestrian,1,0,0,1,Crossing in Crosswalk at Intersection,POINT (-122.422043814 37.766539576),Pedestrian
19964,1.0,Driver,North,Changing Lanes,Driver,North,Proceeding Straight,Sideswipe,0,0,0,1,No Pedestrian Involved,POINT (-122.476933955 37.76031016),Other Motor Vehicle
19965,1.0,Driver,West,Proceeding Straight,Driver,East,Proceeding Straight,Head-On,0,0,0,1,No Pedestrian Involved,POINT (-122.456754603 37.774499252),Other Motor Vehicle
19966,1.0,Driver,East,Making Left Turn,Driver,East,Proceeding Straight,Sideswipe,0,0,0,1,No Pedestrian Involved,POINT (-122.431678979 37.779598859),Other Motor Vehicle
19967,1.0,Driver,North,Proceeding Straight,Pedestrian,Not Stated,Not Stated,Vehicle/Pedestrian,1,0,0,1,Crossing in Crosswalk at Intersection,POINT (-122.462444479 37.770138299),Pedestrian
19968,1.0,Driver,West,Proceeding Straight,Driver,West,Proceeding Straight,Rear End,0,0,0,1,No Pedestrian Involved,POINT (-122.39404894 37.746162949),Other Motor Vehicle
19969,1.0,Driver,East,Making Left Turn,Driver,North,Proceeding Straight,Broadside,0,0,0,1,No Pedestrian Involved,POINT (-122.44642171 37.785370264),Other Motor Vehicle
19970,1.0,Pedestrian,East,Proceeding Straight,Driver,North,Proceeding Straight,Vehicle/Pedestrian,1,0,0,1,Crossing Not in Crosswalk,POINT (-122.445739917 37.772194963),Pedestrian
19971,1.0,Driver,North,Making Left Turn,Driver,West,Proceeding Straight,Broadside,0,0,0,1,No Pedestrian Involved,POINT (-122.39720631 37.775332244),Other Motor Vehicle
19972,1.0,Driver,North,Proceeding Straight,Driver,North,Proceeding Straight,Rear End,0,0,0,1,No Pedestrian Involved,POINT (-122.414084294 37.752488682),Other Motor Vehicle
19973,1.0,Driver,West,Proceeding Straight,Driver,South,Proceeding Straight,Broadside,0,0,0,1,No Pedestrian Involved,POINT (-122.399392476 37.749557618),Other Motor Vehicle
19974,,Driver,South,Making Left Turn,Pedestrian,East,Proceeding Straight,Vehicle/Pedestrian,1,0,0,1,Crossing in Crosswalk at Intersection,POINT (-122.404266873 37.784478745),Pedestrian
19975,1.0,Driver,East,Making Left Turn,Pedestrian,North,Proceeding Straight,Vehicle/Pedestrian,1,0,0,1,Crossing in Crosswalk at Intersection,POINT (-122.421756355 37.795950125),Pedestrian
19976,1.0,Driver,North,Making Left Turn,Driver,South,Proceeding Straight,Head-On,0,0,0,1,No Pedestrian Involved,POINT (-122.455592237 37.711476666),Other Motor Vehicle
19977,,Driver,South,Proceeding Straight,Driver,East,Proceeding Straight,Broadside,0,0,0,1,No Pedestrian Involved,POINT (-122.500044866 37.75320106),Other Motor Vehicle
19978,1.0,Pedestrian,North,Proceeding Straight,Bicyclist,East,Proceeding Straight,Vehicle/Pedestrian,1,0,0,0,"In Road, Including Shoulder",POINT (-122.445956785 37.775866951),Pedestrian
19979,,Driver,North,Proceeding Straight,Unknown,Unknown,Unknown,Hit Object,0,0,0,1,No Pedestrian Involved,POINT (-122.433182279 37.777310169),Fixed Object
19980,1.0,Driver,North,Proceeding Straight,Driver,West,Proceeding Straight,Broadside,0,0,0,1,No Pedestrian Involved,POINT (-122.423601297 37.796691059),Other Motor Vehicle
19981,1.0,Driver,East,Changing Lanes,Driver,East,Proceeding Straight,Sideswipe,0,0,0,1,No Pedestrian Involved,POINT (-122.396273544 37.7497456),Other Motor Vehicle
19982,1.0,Driver,South,Slowing/Stopping,Driver,South,Proceeding Straight,Sideswipe,0,0,0,1,No Pedestrian Involved,POINT (-122.424300025 37.783425567),Other Motor Vehicle
19983,1.0,Driver,South,Proceeding Straight,Driver,South,Proceeding Straight,Rear End,0,0,0,1,No Pedestrian Involved,POINT (-122.418618217 37.773053454),Other Motor Vehicle
19984,1.0,Driver,North,Proceeding Straight,Driver,West,Proceeding Straight,Not Stated,0,0,0,1,No Pedestrian Involved,POINT (-122.495486831 37.757140241),Other Motor Vehicle
19985,1.0,Driver,West,Making Right Turn,Driver,South,Proceeding Straight,Sideswipe,0,0,0,1,No Pedestrian Involved,POINT (-122.396034765 37.78853593),Other Motor Vehicle
19986,1.0,Driver,West,Making Left Turn,Driver,West,Proceeding Straight,Broadside,0,0,0,1,No Pedestrian Involved,POINT (-122.453406647 37.786417731),Other Motor Vehicle
19987,1.0,Driver,South,Making Right Turn,Driver,West,Proceeding Straight,Broadside,0,0,0,1,No Pedestrian Involved,POINT (-122.478258961 37.765916691),Other Motor Vehicle
19988,1.0,Driver,West,Proceeding Straight,Unknown,Unknown,Unknown,Hit Object,0,0,0,1,No Pedestrian Involved,POINT (-122.451693241 37.723038032),Fixed Object
19989,1.0,Driver,North,Proceeding Straight,Pedestrian,East,Proceeding Straight,Sideswipe,1,0,0,1,Crossing in Crosswalk at Intersection,POINT (-122.408430886 37.796703902),Pedestrian
19990,1.0,Driver,East,Proceeding Straight,Unknown,Unknown,Unknown,Hit Object,0,0,0,1,No Pedestrian Involved,POINT (-122.402272819 37.788495186),Fixed Object
19991,1.0,Driver,East,Making U Turn,Unknown,Unknown,Unknown,Hit Object,0,0,0,1,No Pedestrian Involved,POINT (-122.406501686 37.724208208),Fixed Object
19992,1.0,Parked Vehicle,North,Parked,Bicyclist,North,Proceeding Straight,Hit Object,0,1,0,0,No Pedestrian Involved,POINT (-122.424302112 37.767371964),Bicycle
19993,1.0,Driver,North,Proceeding Straight,Driver,North,Slowing/Stopping,Rear End,0,0,0,1,No Pedestrian Involved,POINT (-122.474726615 37.772500687),Other Motor Vehicle
19994,1.0,Driver,North,Proceeding Straight,Driver,North,Stopped In Road,Rear End,0,0,0,1,No Pedestrian Involved,POINT (-122.403311857 37.780204805),Other Motor Vehicle
19995,1.0,Bicyclist,South,Passing Other Vehicle,Driver,South,Parked,Other,0,1,0,1,No Pedestrian Involved,POINT (-122.421634256 37.786527212),Bicycle
19996,,Driver,Not Stated,Not Stated,Bicyclist,South,Not Stated,Not Stated,1,0,0,1,Not Stated,POINT (-122.435187962 37.762670707),Not Stated
19997,,Driver,South,Proceeding Straight,Driver,West,Proceeding Straight,Broadside,0,0,0,1,No Pedestrian Involved,POINT (-122.426161767 37.731168532),Other Motor Vehicle
19998,1.0,Driver,West,Proceeding Straight,Driver,North,Proceeding Straight,Broadside,0,0,0,1,No Pedestrian Involved,POINT (-122.506717429 37.735469758),Non-Collision
19999,1.0,Pedestrian,West,Proceeding Straight,Driver,East,Proceeding Straight,Head-On,1,0,0,1,Crossing Not in Crosswalk,POINT (-122.406788057 37.772599365),Pedestrian
20000,1.0,Driver,East,Proceeding Straight,Driver,North,Proceeding Straight,Broadside,0,0,0,1,No Pedestrian Involved,POINT (-122.490019565 37.779882468),Other Motor Vehicle
20001,1.0,Driver,South,Making Left Turn,Pedestrian,West,Other,Vehicle/Pedestrian,1,0,0,1,Crossing in Crosswalk at Intersection,POINT (-122.392524623 37.791310971),Pedestrian
20002,1.0,Driver,East,Making Left Turn,Driver,North,Proceeding Straight,Head-On,0,0,0,1,No Pedestrian Involved,POINT (-122.405494572 37.734287051),Other Motor Vehicle
20003,1.0,Driver,East,Proceeding Straight,Unknown,Unknown,Unknown,Other,0,0,0,1,No Pedestrian Involved,POINT (-122.434404698 37.800051548),Non-Collision
20004,1.0,Driver,East,Making Left Turn,Driver,South,Proceeding Straight,Broadside,0,0,0,1,No Pedestrian Involved,POINT (-122.495617223 37.759004498),Other Motor Vehicle
20005,1.0,Driver,East,Changing Lanes,Bicyclist,East,Proceeding Straight,Sideswipe,0,1,0,1,No Pedestrian Involved,POINT (-122.423399837 37.804363348),Bicycle
20006,1.0,Driver,South,Proceeding Straight,Driver,South,Stopped In Road,Rear End,0,0,0,1,No Pedestrian Involved,POINT (-122.420275544 37.780111484),Other Motor Vehicle
20007,,Driver,South,Proceeding Straight,Driver,West,Proceeding Straight,Broadside,0,0,0,1,No Pedestrian Involved,POINT (-122.413187771 37.795197817),Other Motor Vehicle
20008,1.0,Driver,North,Proceeding Straight,Driver,North,Proceeding Straight,Rear End,0,0,0,1,No Pedestrian Involved,POINT (-122.394206077 37.776037675),Other Motor Vehicle
20009,1.0,Driver,South,Proceeding Straight,Pedestrian,West,Proceeding Straight,Vehicle/Pedestrian,1,0,0,1,Crossing in Crosswalk at Intersection,POINT (-122.498296659 37.758936994),Pedestrian
20010,1.0,Driver,East,Proceeding Straight,Driver,East,Stopped In Road,Rear End,0,0,0,1,No Pedestrian Involved,POINT (-122.420231283 37.804782989),Other Motor Vehicle
20011,1.0,Driver,South,Proceeding Straight,Parked Vehicle,Not Stated,Parked,Head-On,0,0,0,1,No Pedestrian Involved,POINT (-122.415243238 37.71129073),Parked Motor Vehicle
20012,1.0,Driver,East,Proceeding Straight,Driver,East,Proceeding Straight,Sideswipe,0,0,0,1,No Pedestrian Involved,POINT (-122.398781647 37.7933591),Other Motor Vehicle
20013,1.0,Pedestrian,West,Entering Traffic,Driver,South,Proceeding Straight,Vehicle/Pedestrian,1,0,0,1,"In Road, Including Shoulder",POINT (-122.408958499 37.799241221),Pedestrian
20014,1.0,Pedestrian,West,Proceeding Straight,Driver,North,Proceeding Straight,Sideswipe,1,0,0,1,"In Road, Including Shoulder",POINT (-122.40840155 37.788293194),Pedestrian
20015,1.0,Driver,North,Proceeding Straight,Driver,North,Proceeding Straight,Rear End,0,0,0,1,No Pedestrian Involved,POINT (-122.453325193 37.768110313),Other Motor Vehicle
20016,1.0,Driver,South,Other Unsafe Turning,Unknown,Unknown,Unknown,Hit Object,0,0,0,1,No Pedestrian Involved,POINT (-122.47250998 37.717108435),Fixed Object
20017,1.0,Driver,North,Making Left Turn,Driver,East,Proceeding Straight,Broadside,0,0,0,1,No Pedestrian Involved,POINT (-122.482014082 37.734419841),Other Motor Vehicle
20018,1.0,Driver,West,Proceeding Straight,Driver,West,Stopped In Road,Vehicle/Pedestrian,1,0,0,1,"In Road, Including Shoulder",POINT (-122.407398727 37.787464865),Pedestrian
20019,1.0,Driver,North,Proceeding Straight,Driver,East,Proceeding Straight,Broadside,0,0,0,1,No Pedestrian Involved,POINT (-122.469361011 37.776990327),Other Motor Vehicle
20020,1.0,Driver,West,Proceeding Straight,Driver,West,Slowing/Stopping,Rear End,0,0,0,1,No Pedestrian Involved,POINT (-122.501097483 37.735206481),Other Motor Vehicle
20021,1.0,Driver,West,Changing Lanes,Driver,West,Proceeding Straight,Broadside,0,0,0,1,No Pedestrian Involved,POINT (-122.417848216 37.786131655),Other Motor Vehicle
20022,1.0,Driver,North,Making Left Turn,Bicyclist,South,Proceeding Straight,Head-On,0,1,0,1,No Pedestrian Involved,POINT (-122.420893659 37.744037632),Bicycle
20023,1.0,Driver,West,Proceeding Straight,Driver,West,Stopped In Road,Rear End,0,0,0,1,No Pedestrian Involved,POINT (-122.418618217 37.773053454),Other Motor Vehicle
20024,1.0,Driver,South,Making Right Turn,Pedestrian,East,Proceeding Straight,Vehicle/Pedestrian,1,0,0,1,Crossing in Crosswalk at Intersection,POINT (-122.396542489 37.778336298),Pedestrian
20025,1.0,Parked Vehicle,Not Stated,Parked,Bicyclist,West,Stopped In Road,Other,0,1,0,0,No Pedestrian Involved,POINT (-122.442098128 37.778269759),Bicycle
20026,1.0,Driver,West,Proceeding Straight,Driver,West,Stopped In Road,Rear End,0,0,0,1,No Pedestrian Involved,POINT (-122.444827865 37.798839629),Other Motor Vehicle
20027,,Driver,North,Proceeding Straight,Parked Vehicle,North,Parked,Rear End,0,0,0,1,No Pedestrian Involved,POINT (-122.471795955 37.729834868),Parked Motor Vehicle
20028,1.0,Driver,South,Proceeding Straight,Driver,South,Stopped In Road,Rear End,0,0,0,1,No Pedestrian Involved,POINT (-122.511280479 37.772957523),Other Motor Vehicle
20029,1.0,Driver,East,Making Left Turn,Pedestrian,North,Other,Vehicle/Pedestrian,1,0,0,1,Crossing in Crosswalk at Intersection,POINT (-122.4582225 37.730777382),Pedestrian
20030,1.0,Driver,East,Making U Turn,Bicyclist,East,Proceeding Straight,Broadside,0,1,0,1,No Pedestrian Involved,POINT (-122.440758536 37.760538569),Bicycle
20031,1.0,Driver,North,Making Right Turn,Driver,South,Proceeding Straight,Head-On,0,0,0,1,No Pedestrian Involved,POINT (-122.506673236 37.735677648),Other Motor Vehicle
20032,1.0,Pedestrian,West,Not Stated,Driver,North,Backing,Vehicle/Pedestrian,1,0,0,1,Crossing Not in Crosswalk,POINT (-122.468424725 37.738558787),Pedestrian
20033,1.0,Driver,North,Making Left Turn,Driver,North,Proceeding Straight,Broadside,0,0,0,1,No Pedestrian Involved,POINT (-122.423758379 37.772957392),Other Motor Vehicle
20034,1.0,Driver,North,Proceeding Straight,Driver,North,Stopped,Rear End,0,0,0,1,No Pedestrian Involved,POINT (-122.38800112 37.755389885),Other Motor Vehicle
20035,1.0,Driver,North,Proceeding Straight,Driver,North,Stopped In Road,Rear End,0,0,0,1,No Pedestrian Involved,POINT (-122.494358098 37.742056126),Other Motor Vehicle
20036,1.0,Driver,South,Backing,Driver,West,Proceeding Straight,Rear End,0,0,0,1,No Pedestrian Involved,POINT (-122.383129555 37.727676063),Other Motor Vehicle
20037,,Driver,South,Proceeding Straight,Driver,West,Proceeding Straight,Broadside,0,0,0,1,No Pedestrian Involved,POINT (-122.484194201 37.772569062),Other Motor Vehicle
20038,1.0,Driver,North,Ran Off Road,Pedestrian,East,Proceeding Straight,Vehicle/Pedestrian,1,0,0,1,Crossing in Crosswalk at Intersection,POINT (-122.446425513 37.785389046),Pedestrian
20039,1.0,Driver,North,Proceeding Straight,Unknown,Unknown,Unknown,Hit Object,0,0,0,1,No Pedestrian Involved,POINT (-122.386138122 37.746564937),Fixed Object
20040,,Driver,South,Proceeding Straight,Bicyclist,West,Proceeding Straight,Broadside,0,1,0,1,No Pedestrian Involved,POINT (-122.441537173 37.785035899),Bicycle
20041,1.0,Pedestrian,North,Proceeding Straight,Driver,East,Other,Vehicle/Pedestrian,1,0,0,1,Crossing Not in Crosswalk,POINT (-122.410472286 37.801236285),Pedestrian
20042,1.0,Driver,South,Making Left Turn,Driver,North,Proceeding Straight,Broadside,0,0,0,1,No Pedestrian Involved,POINT (-122.429961675 37.754761231),Other Motor Vehicle
20043,1.0,Driver,West,Backing,Driver,East,Proceeding Straight,Rear End,0,0,0,1,No Pedestrian Involved,POINT (-122.483322323 37.744587069),Other Motor Vehicle
20044,1.0,Driver,East,Entering Traffic,Driver,East,Proceeding Straight,Broadside,0,0,0,1,No Pedestrian Involved,POINT (-122.476413111 37.766203786),Other Motor Vehicle
20045,1.0,Other,Not Stated,Other,Bicyclist,East,Not Stated,Vehicle/Pedestrian,1,0,0,0,No Pedestrian Involved,POINT (-122.407604748 37.784289211),Not Stated
20046,1.0,Driver,West,Proceeding Straight,Driver,West,Stopped In Road,Rear End,0,0,0,1,No Pedestrian Involved,POINT (-122.413055691 37.781005482),Other Motor Vehicle
20047,1.0,Driver,East,Proceeding Straight,Pedestrian,South,Not Stated,Vehicle/Pedestrian,1,0,0,1,Crossing in Crosswalk at Intersection,POINT (-122.469875059 37.784574259),Pedestrian
20048,1.0,Driver,West,Proceeding Straight,Driver,West,Stopped In Road,Rear End,0,0,0,1,No Pedestrian Involved,POINT (-122.398977168 37.786209492),Other Motor Vehicle
20049,1.0,Driver,North,Making Right Turn,Pedestrian,West,Proceeding Straight,Vehicle/Pedestrian,1,0,0,1,Crossing in Crosswalk at Intersection,POINT (-122.403491775 37.787963091),Pedestrian
20050,1.0,Bicyclist,South,Proceeding Straight,Driver,South,Proceeding Straight,Sideswipe,0,1,0,1,No Pedestrian Involved,POINT (-122.475675946 37.743109988),Bicycle
20051,1.0,Driver,North,Proceeding Straight,Bicyclist,South,Proceeding Straight,Broadside,0,1,0,1,No Pedestrian Involved,POINT (-122.415579914 37.768180003),Bicycle
20052,1.0,Driver,North,Making Left Turn,Driver,South,Proceeding Straight,Broadside,0,0,0,1,No Pedestrian Involved,POINT (-122.43746114 37.721163549),Other Motor Vehicle
20053,1.0,Driver,North,Proceeding Straight,Driver,East,Proceeding Straight,Broadside,0,0,0,1,No Pedestrian Involved,POINT (-122.416413489 37.75396777),Other Motor Vehicle
20054,1.0,Driver,West,Proceeding Straight,Unknown,Unknown,Unknown,Hit Object,0,0,0,1,No Pedestrian Involved,POINT (-122.443362757 37.719606241),Fixed Object
20055,1.0,Driver,South,Proceeding Straight,Parked Vehicle,Not Stated,Not Stated,Rear End,0,0,0,1,No Pedestrian Involved,POINT (-122.478556028 37.71853856),Parked Motor Vehicle
20056,,Pedestrian,North,Proceeding Straight,Driver,West,Proceeding Straight,Vehicle/Pedestrian,1,0,0,1,Crossing Not in Crosswalk,POINT (-122.414998617 37.762099161),Pedestrian
20057,1.0,Driver,West,Making Right Turn,Driver,North,Making Left Turn,Broadside,0,0,0,1,No Pedestrian Involved,POINT (-122.412523836 37.808624849),Other Motor Vehicle
20058,1.0,Driver,South,Changing Lanes,Driver,South,Proceeding Straight,Sideswipe,0,0,0,1,No Pedestrian Involved,POINT (-122.392754689 37.79289019),Other Motor Vehicle
20059,1.0,Driver,West,Proceeding Straight,Driver,West,Stopped In Road,Rear End,0,0,0,1,No Pedestrian Involved,POINT (-122.465779078 37.773402792),Other Motor Vehicle
20060,1.0,Driver,East,Making Left Turn,Pedestrian,North,Not Stated,Vehicle/Pedestrian,1,0,0,1,Crossing in Crosswalk at Intersection,POINT (-122.433839654 37.788906284),Pedestrian
20061,1.0,Driver,South,Making Left Turn,Pedestrian,South,Proceeding Straight,Vehicle/Pedestrian,1,0,0,1,Crossing in Crosswalk at Intersection,POINT (-122.433074947 37.764184734),Pedestrian
20062,1.0,Pedestrian,East,Proceeding Straight,Driver,North,Proceeding Straight,Head-On,1,0,0,1,Crossing in Crosswalk at Intersection,POINT (-122.475644468 37.743051813),Pedestrian
20063,1.0,Pedestrian,North,Proceeding Straight,Driver,East,Proceeding Straight,Vehicle/Pedestrian,1,0,0,1,Crossing in Crosswalk at Intersection,POINT (-122.403592889 37.727634127),Pedestrian
20064,1.0,Driver,South,Making U Turn,Driver,North,Proceeding Straight,Broadside,0,0,0,1,No Pedestrian Involved,POINT (-122.424402483 37.768041448),Other Motor Vehicle
20065,1.0,Pedestrian,Not Stated,Other,Driver,East,Proceeding Straight,Vehicle/Pedestrian,1,0,0,1,"In Road, Including Shoulder",POINT (-122.435465263 37.760861838),Pedestrian
20066,,Parked Vehicle,Not Stated,Stopped In Road,Bicyclist,Not Stated,Proceeding Straight,Other,0,1,0,0,No Pedestrian Involved,POINT (-122.418536476 37.753219229),Bicycle
20067,1.0,Driver,North,Proceeding Straight,Driver,North,Slowing/Stopping,Rear End,0,0,0,1,No Pedestrian Involved,POINT (-122.425798781 37.736902555),Other Motor Vehicle
20068,1.0,Driver,South,Proceeding Straight,Unknown,Unknown,Unknown,Hit Object,0,0,0,1,No Pedestrian Involved,POINT (-122.40596729 37.750759506),Fixed Object
20069,1.0,Driver,South,Making Left Turn,Driver,South,Proceeding Straight,Broadside,0,0,0,1,No Pedestrian Involved,POINT (-122.414426448 37.778467469),Other Motor Vehicle
20070,1.0,Driver,North,Proceeding Straight,Driver,North,Stopped In Road,Rear End,0,0,0,1,No Pedestrian Involved,POINT (-122.472546746 37.784846952),Other Motor Vehicle
20071,1.0,Driver,North,Proceeding Straight,Driver,North,Slowing/Stopping,Rear End,0,0,0,1,No Pedestrian Involved,POINT (-122.417978615 37.771303169),Other Motor Vehicle
20072,,Driver,East,Proceeding Straight,Driver,East,Stopped In Road,Rear End,0,0,0,1,No Pedestrian Involved,POINT (-122.41827098 37.787037947),Other Motor Vehicle
20073,1.0,Driver,North,Changing Lanes,Bicyclist,North,Proceeding Straight,Sideswipe,0,1,0,1,No Pedestrian Involved,POINT (-122.393804507 37.795173552),Bicycle
20074,,Driver,West,Proceeding Straight,Driver,North,Proceeding Straight,Broadside,0,0,0,1,No Pedestrian Involved,POINT (-122.490231078 37.781775419),Other Motor Vehicle
20075,1.0,Driver,North,Making Left Turn,Pedestrian,East,Proceeding Straight,Vehicle/Pedestrian,1,0,0,1,Crossing in Crosswalk at Intersection,POINT (-122.415246489 37.805441546),Pedestrian
20076,1.0,Bicyclist,East,Proceeding Straight,Driver,South,Proceeding Straight,Other,0,0,0,1,No Pedestrian Involved,POINT (-122.413353963 37.787663599),Non-Collision
20077,,Driver,South,Proceeding Straight,Driver,West,Proceeding Straight,Broadside,0,0,0,1,No Pedestrian Involved,POINT (-122.418043166 37.777511711),Other Motor Vehicle
20078,1.0,Driver,East,Not Stated,Unknown,Unknown,Unknown,Not Stated,0,0,0,1,No Pedestrian Involved,POINT (-122.42425623 37.800428047),Not Stated
20079,1.0,Driver,North,Changing Lanes,Driver,North,Proceeding Straight,Broadside,0,0,0,1,No Pedestrian Involved,POINT (-122.400897748 37.785366068),Other Motor Vehicle
20080,1.0,Driver,West,Making Left Turn,Pedestrian,South,Not Stated,Vehicle/Pedestrian,1,0,0,1,Crossing in Crosswalk at Intersection,POINT (-122.412546815 37.780396934),Pedestrian
20081,2.0,Driver,West,Proceeding Straight,Unknown,Unknown,Unknown,Hit Object,0,0,0,1,No Pedestrian Involved,POINT (-122.449229716 37.722919499),Fixed Object
20082,1.0,Driver,North,Proceeding Straight,Driver,North,Proceeding Straight,Sideswipe,0,0,0,1,No Pedestrian Involved,POINT (-122.485324928 37.710281888),Other Motor Vehicle
20083,1.0,Driver,South,Proceeding Straight,Driver,South,Proceeding Straight,Rear End,0,0,0,1,No Pedestrian Involved,POINT (-122.494573057 37.74303141),Other Motor Vehicle
20084,1.0,Driver,North,Making Left Turn,Pedestrian,West,Proceeding Straight,Vehicle/Pedestrian,1,0,0,1,Crossing in Crosswalk at Intersection,POINT (-122.403496709 37.796417486),Pedestrian
20085,1.0,Driver,East,Proceeding Straight,Driver,South,Proceeding Straight,Broadside,0,0,0,1,No Pedestrian Involved,POINT (-122.428335614 37.786712656),Other Motor Vehicle
20086,,Pedestrian,Not Stated,Not Stated,Driver,South,Proceeding Straight,Vehicle/Pedestrian,1,0,0,1,Crossing Not in Crosswalk,POINT (-122.389966429 37.736693069),Pedestrian
20087,1.0,Driver,West,Proceeding Straight,Unknown,Unknown,Unknown,Overturned,0,0,0,1,No Pedestrian Involved,POINT (-122.418698425 37.765109955),Other Object
20088,1.0,Pedestrian,East,Other,Driver,South,Making Left Turn,Vehicle/Pedestrian,1,0,0,1,Crossing Not in Crosswalk,POINT (-122.430072727 37.778796827),Pedestrian
20089,1.0,Driver,South,Proceeding Straight,Driver,South,Stopped In Road,Rear End,0,0,0,1,No Pedestrian Involved,POINT (-122.495098259 37.751544767),Other Motor Vehicle
20090,,Driver,South,Proceeding Straight,Unknown,Unknown,Unknown,Other,0,0,0,1,No Pedestrian Involved,POINT (-122.509833065 37.763969287),Fixed Object
20091,1.0,Driver,Not Stated,Stopped,Bicyclist,North,Proceeding Straight,Sideswipe,0,1,0,1,No Pedestrian Involved,POINT (-122.415155086 37.763696767),Bicycle
20092,1.0,Driver,East,Proceeding Straight,Driver,East,Stopped In Road,Rear End,0,0,0,1,No Pedestrian Involved,POINT (-122.411102081 37.769411267),Other Motor Vehicle
20093,1.0,Bicyclist,West,Proceeding Straight,Driver,South,Proceeding Straight,Broadside,0,1,0,1,No Pedestrian Involved,POINT (-122.405615266 37.778505105),Bicycle
20094,1.0,Driver,East,Proceeding Straight,Driver,South,Proceeding Straight,Broadside,0,0,0,1,No Pedestrian Involved,POINT (-122.407534229 37.765783299),Other Motor Vehicle
20095,2.0,Pedestrian,South,Proceeding Straight,Driver,East,Making Right Turn,Vehicle/Pedestrian,1,0,0,1,Crossing Not in Crosswalk,POINT (-122.410696253 37.800255884),Pedestrian
20096,1.0,Driver,East,Proceeding Straight,Driver,East,Stopped In Road,Rear End,0,0,0,1,No Pedestrian Involved,POINT (-122.40998188 37.770155602),Other Motor Vehicle
20097,1.0,Driver,Not Stated,Parked,Bicyclist,East,Proceeding Straight,Sideswipe,0,1,0,1,No Pedestrian Involved,POINT (-122.476767866 37.766130056),Bicycle
20098,1.0,Driver,South,Proceeding Straight,Driver,West,Proceeding Straight,Broadside,0,0,0,1,No Pedestrian Involved,POINT (-122.447039806 37.778622308),Motor Vehicle on Other Roadway
20099,,Driver,South,Proceeding Straight,Driver,North,Making Left Turn,Head-On,0,0,0,1,No Pedestrian Involved,POINT (-122.419693566 37.777299856),Other Motor Vehicle
20100,1.0,Driver,North,Proceeding Straight,Driver,North,Stopped In Road,Rear End,0,0,0,1,No Pedestrian Involved,POINT (-122.414767116 37.786324217),Other Motor Vehicle
20101,1.0,Driver,North,Proceeding Straight,Driver,North,Stopped,Rear End,0,0,0,1,No Pedestrian Involved,POINT (-122.485723866 37.70808573),Other Motor Vehicle
