location_id,tb_latitude,tb_longitude,police_district
52,37.78271004789776,-122.41571921675516,TENDERLOIN
53,37.76570699256786,-122.43580254100218,PARK
54,37.7439422414132,-122.42266944526362,INGLESIDE
55,37.761558830884645,-122.48020654370306,TARAVAL
56,37.769564376649136,-122.41493275875824,MISSION
57,37.78049873939112,-122.47512880467598,RICHMOND
58,37.77527206042984,-122.41590817915797,SOUTHERN
59,37.76544760844687,-122.41310524233374,MISSION
60,37.78287809861244,-122.44279009948092,PARK
61,37.73378979834772,-122.43066699619594,INGLESIDE
62,37.743159024590845,-122.47320169557342,TARAVAL
63,37.76575962381137,-122.40792817785376,MISSION
64,37.80299803045278,-122.42656520149563,NORTHERN
65,37.78229119250814,-122.41027515187334,SOUTHERN
66,37.77186370625415,-122.41402670720272,SOUTHERN
68,37.771459765377216,-122.44385655736689,PARK
69,37.74366664029614,-122.45452651786344,INGLESIDE
70,37.79029016007241,-122.40015246928633,SOUTHERN
71,37.7632433230602,-122.42269865937502,MISSION
72,37.77794215699999,-122.418362209,NORTHERN
73,37.7649962696372,-122.42058060800484,MISSION
74,37.79855245388338,-122.42398214440516,NORTHERN
75,37.78948087953186,-122.41033722928798,CENTRAL
76,37.7831886648,-122.458998401,RICHMOND
77,37.74720758869999,-122.466790199,TARAVAL
78,37.75211506609998,-122.42047816400002,MISSION
79,37.80809625855037,-122.40905100442411,CENTRAL
80,37.7484474023325,-122.4590377795126,PARK
81,37.79709205402181,-122.39833314817233,CENTRAL
82,37.781177217699984,-122.41169993200002,SOUTHERN
83,37.78082254976579,-122.41200666188736,SOUTHERN
84,37.7671524805,-122.40650452600002,MISSION
85,37.71446460255947,-122.47680313162458,TARAVAL
86,37.78521641252231,-122.4280392645784,NORTHERN
87,37.757040849332334,-122.39568379810883,BAYVIEW
88,37.78595456910506,-122.45703595623898,RICHMOND
89,37.80678011228335,-122.41957724283309,CENTRAL
90,37.75870930966504,-122.47680999638791,TARAVAL
91,37.781535611796606,-122.42391782592917,NORTHERN
92,37.7528903776,-122.38681164700002,BAYVIEW
93,37.77769992517857,-122.43157464230448,NORTHERN
94,37.7941555938859,-122.42815269165,NORTHERN
95,37.79786461306079,-122.4066679311774,CENTRAL
96,37.73358524896104,-122.4341348062899,INGLESIDE
97,37.75655562192559,-122.4268699648706,MISSION
98,37.782801706598526,-122.4215460166348,NORTHERN
99,37.78033112886674,-122.47792421765884,RICHMOND
100,37.75218807379961,-122.41955890937685,MISSION
101,37.78785557340877,-122.44210952520451,RICHMOND
102,37.7346255721881,-122.4751024698706,TARAVAL
103,37.77105383798696,-122.45390245464252,PARK
104,37.72296657170385,-122.44474662494248,INGLESIDE
105,37.77102792769998,-122.43893439699995,PARK
106,37.7775532772,-122.39112141900002,SOUTHERN
107,37.75128050619291,-122.49991073725192,TARAVAL
108,37.75909910900674,-122.46489366463032,TARAVAL
109,37.76945612847444,-122.42912798540678,NORTHERN
110,37.7707477455,-122.42485259900002,SOUTHERN
