OBJECTID,POST_ID,MS_SPACE_NUM,ON_OFFSTREET_TYPE,JURISDICTION,PM_DISTRICT_ID,BLOCKFACE_ID,ACTIVE_METER_FLAG,REASON_CODE,METER_TYPE,METER_VENDOR,METER_MODEL,CAP_COLOR,STREET_ID,STREET_NAME,STREET_NUM,STREET_SEG_CTRLN_ID,LONGITUDE,LATITUDE,WORK_ORDER,COLLECTION_ROUTE,COLLECTION_SUBROUTE,PMR_ROUTE,COLLECTION_ROUTE_DESC,COLLECTION_SUBROUTE_DESC,shape,analysis_neighborhood,supervisor_district,Analysis Neighborhoods,Neighborhoods,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts,ON_OFFSTREET_TYPE_DESC,METER_STATUS,METER_TYPE_DESC,GEO_POINT,LOCATION_GRID,IS_ACTIVE,IS_TEMPORARY,PARKING_ZONE
178983,666-07400,0,ON,SFMTA,13.0,666072,M,-,SS,IPS,M5,Grey,666.0,SUTTER ST,740.0,12325000.0,-122.4132062995,37.7887020995,,209,209-4,J-2,Bush St: 100 - 900 Sutter St,Sutter: Unit - 800,POINT (-122.413206299 37.788702099),Nob Hill,3,21,50,50,6,3,ON_STREET,Active,Single-space,POINT(-122.4132062995 37.7887020995),-122.413_37.789,True,False,13.0_Nob Hill_3
181500,700-15220,0,ON,SFMTA,29.0,700152,U,UD,-,-,-,-,700.0,VALENCIA ST,1522.0,13075000.0,-122.4204011017,37.748271698900005,,,,R-5,,,POINT (-122.420401102 37.748271699),Mission,8,20,53,53,3,5,ON_STREET,Unmetered,Unknown,POINT(-122.4204011017 37.748271698900005),-122.42_37.748,False,False,29.0_Mission_8
178357,684-03301,0,ON,SFMTA,2.0,684032,U,U8,-,-,-,-,684.0,TOWNSEND ST,330.0,12663000.0,-122.3956937156,37.7766734024,,,,N-4,,,POINT (-122.395693716 37.776673402),South of Market,6,34,32,32,1,10,ON_STREET,Unmetered,Unknown,POINT(-122.3956937156 37.7766734024),-122.396_37.777,False,False,2.0_South of Market_6
184288,582-00003,0,ON,SFMTA,1.0,582001,P,-,MS,MacKay,Tango,Red,582.0,NEW MONTGOMERY ST,3.0,9540000.0,-122.401517,37.78836,,M-406,M406-3,M-2,4th St: 500,New Montgomery St Hawthorne,POINT (-122.401517 37.78836),Financial District/South Beach,6,8,108,108,6,10,ON_STREET,Pay-by-license plate,Multi-space,POINT(-122.401517 37.78836),-122.402_37.788,False,False,1.0_Financial District/South Beach_6
178910,380-01220,0,ON,SFMTA,1.0,380012,M,-,SS,IPS,M5,Yellow,380.0,DAVIS ST,122.0,4606000.0,-122.3976620992,37.7941381996,,224,224-1,I-1,Davis St: Unit - 600,Davis: Unit - 200,POINT (-122.397662099 37.7941382),Financial District/South Beach,3,8,108,108,6,3,ON_STREET,Active,Single-space,POINT(-122.3976620992 37.7941381996),-122.398_37.794,True,False,1.0_Financial District/South Beach_3
180282,463-01260,0,ON,SFMTA,2.0,463012,M,-,SS,IPS,M5,Red,463.0,HAWTHORNE ST,126.0,6810000.0,-122.3971261994,37.7840466005,,DPT MOS,DPT MOS,M-2,,,POINT (-122.397126199 37.7840466),Financial District/South Beach,6,8,32,32,1,10,ON_STREET,Active,Single-space,POINT(-122.3971261994 37.7840466005),-122.397_37.784,True,False,2.0_Financial District/South Beach_6
182072,705-06130,13,ON,SFMTA,12.0,705061,M,-,MS,MacKay,Tango,Black,705.0,VALLEJO ST,613.0,13092000.0,-122.4075026994,37.7986893998,,M-206,M206-3,G-4,Stockton St: Green St:Vallejo,Vallejo St: 600,POINT (-122.407502699 37.7986894),North Beach,3,23,106,106,6,3,ON_STREET,Active,Multi-space,POINT(-122.4075026994 37.7986893998),-122.408_37.799,True,False,12.0_North Beach_3
177091,469-15640,0,ON,SFMTA,37.0,469152,M,-,SS,IPS,M5,Green,469.0,HOLLOWAY AVE,1564.0,6997201.0,-122.4768247993,37.7208898988,,319,319-3,O-1,Ocean ave: 2300-2600 Holloway,Halloway,POINT (-122.476824799 37.720889899),Lakeshore,7,16,42,42,10,8,ON_STREET,Active,Single-space,POINT(-122.4768247993 37.7208898988),-122.477_37.721,True,False,37.0_Lakeshore_7
183431,650-08330,0,ON,SFMTA,12.0,650081,M,-,SS,IPS,M5,Grey,650.0,SACRAMENTO ST,833.0,11230000.0,-122.407227298,37.7931990017,,208,208-1,I-4,Sacramento St: 100 - 800,Sacramento: 100 - 800,POINT (-122.407227298 37.793199002),Chinatown,3,6,104,104,6,3,ON_STREET,Active,Single-space,POINT(-122.407227298 37.7931990017),-122.407_37.793,True,False,12.0_Chinatown_3
179122,650-36460,0,ON,SFMTA,19.0,650362,M,-,SS,MacKay,mkBeacon,Grey,650.0,SACRAMENTO ST,3646.0,11268000.0,-122.4534254984,37.7874204003,,103,103-2,C-2,Divisadero St: Sacramento St,Divisadero - Sacramento,POINT (-122.453425498 37.7874204),Presidio Heights,2,31,10,10,8,6,ON_STREET,Active,Single-space,POINT(-122.4534254984 37.7874204003),-122.453_37.787,True,False,19.0_Presidio Heights_2
184366,910-00030,0,OFF,SFMTA,24.0,120121,M,-,SS,MacKay,mkBeacon,Grey,120.0,20TH AVE,1275.0,1005000.0,-122.4784657021,37.7639967025,,903,903,A-5,Irving St at 20th Ave: Lot,Irving at 20th Ave. Lot,POINT (-122.478465702 37.763996702),Sunset/Parkside,4,35,39,39,10,7,OFF_STREET,Active,Single-space,POINT(-122.4784657021 37.7639967025),-122.478_37.764,True,False,24.0_Sunset/Parkside_4
174892,585-06330,0,ON,SFMTA,6.0,585061,M,-,SS,IPS,M5,Grey,585.0,NORTH POINT ST,633.0,9692000.0,-122.4178881009,37.805971899000006,,201,201-53,F-1,Fishermans Wharf,Fishermans Wharf,POINT (-122.417888101 37.805971899),North Beach,3,23,99,99,6,3,ON_STREET,Active,Single-space,POINT(-122.4178881009 37.805971899000006),-122.418_37.806,True,False,6.0_North Beach_3
181778,691-21210,0,ON,SFMTA,8.0,691211,M,-,SS,MacKay,mkBeacon,Grey,691.0,UNION ST,2121.0,12871000.0,-122.4345498995,37.7971463026,,215,215-3,F-2,Union St:1500-2200 Fillmore St,Filbert/Fillmore/Greenwich/Pix,POINT (-122.434549899 37.797146303),Marina,2,13,15,15,4,6,ON_STREET,Active,Single-space,POINT(-122.4345498995 37.7971463026),-122.435_37.797,True,False,8.0_Marina_2
176415,360-08040,0,ON,SFMTA,9.0,360082,M,-,SS,IPS,M5,Grey,360.0,CLEMENT ST,804.0,4158000.0,-122.4679283982,37.7828608015,,125,125-2,B-2,Clement St: Unit - 1100,Clement,POINT (-122.467928398 37.782860801),Inner Richmond,1,11,5,5,8,4,ON_STREET,Active,Single-space,POINT(-122.4679283982 37.7828608015),-122.468_37.783,True,False,9.0_Inner Richmond_1
181468,666-01180,0,ON,SFMTA,1.0,666012,M,-,SS,IPS,M5,Yellow,666.0,SUTTER ST,118.0,12318001.0,-122.4028316994,37.7900103972,,209,209-4,I-3,Bush St: 100 - 900 Sutter St,Sutter: Unit - 800,POINT (-122.402831699 37.790010397),Financial District/South Beach,3,8,19,19,6,3,ON_STREET,Active,Single-space,POINT(-122.4028316994 37.7900103972),-122.403_37.79,True,False,1.0_Financial District/South Beach_3
177492,568-10220,0,ON,SFMTA,14.0,568102,M,-,SS,IPS,M5,Yellow,568.0,MISSION ST,1022.0,9100000.0,-122.4093079993,37.780595201,,DPT MOS,DPT MOS,N-3,,,POINT (-122.409307999 37.780595201),South of Market,6,34,32,32,1,10,ON_STREET,Active,Single-space,POINT(-122.4093079993 37.780595201),-122.409_37.781,True,False,14.0_South of Market_6
184686,910-00130,0,OFF,SFMTA,24.0,120121,M,-,SS,MacKay,mkBeacon,Grey,120.0,20TH AVE,1275.0,1005000.0,-122.4787470994,37.763987298,,903,903,A-5,Irving St at 20th Ave: Lot,Irving at 20th Ave. Lot,POINT (-122.478747099 37.763987298),Sunset/Parkside,4,35,39,39,10,7,OFF_STREET,Active,Single-space,POINT(-122.4787470994 37.763987298),-122.479_37.764,True,False,24.0_Sunset/Parkside_4
184856,892-00017,17,OFF,PORT,1.0,830012,T,UP,MS,MacKay,Elite,Black,830.0,EMBARCADERO NORTH,17.0,12553201.0,-122.394633902,37.796460702,,602,602-1,Port 2,Pier 1/2,Pier 1/2,POINT (-122.394633902 37.796460702),Financial District/South Beach,3,8,108,108,6,3,OFF_STREET,Temporarily Inactive,Multi-space,POINT(-122.394633902 37.796460702),-122.395_37.796,False,True,1.0_Financial District/South Beach_3
176881,500-08040,0,ON,SFMTA,12.0,500082,M,-,SS,IPS,M5,Yellow,500.0,JACKSON ST,804.0,7379000.0,-122.4084691999,37.7958386027,,DPT MOS,DPT MOS,G-3,,,POINT (-122.4084692 37.795838603),Chinatown,3,6,104,104,6,3,ON_STREET,Active,Single-space,POINT(-122.4084691999 37.7958386027),-122.408_37.796,True,False,12.0_Chinatown_3
176368,563-06180,0,ON,SFMTA,3.0,563062,M,-,SS,IPS,M5,Grey,563.0,MCALLISTER ST,618.0,8896000.0,-122.4226456817,37.7798559769,,401,401-2,J-5,McAllister St: Unit - 600,McAllister Unit-500,POINT (-122.422645682 37.779855977),Western Addition,5,39,21,21,4,11,ON_STREET,Active,Single-space,POINT(-122.4226456817 37.7798559769),-122.423_37.78,True,False,3.0_Western Addition_5
174777,443-01200,0,ON,SFMTA,3.0,443012,M,-,SS,IPS,M5,Grey,443.0,GOUGH ST,120.0,6314000.0,-122.4224586018,37.7747279023,,411,411-2,J-5,Gough St: Unit - 500,Hayes / Fell / Oak,POINT (-122.422458602 37.774727902),Hayes Valley,5,9,21,21,4,11,ON_STREET,Active,Single-space,POINT(-122.4224586018 37.7747279023),-122.422_37.775,True,False,3.0_Hayes Valley_5
183611,869-05340,0,ON,PORT,2.0,869052,M,-,SS,IPS,M5,Grey,869.0,TERRY A FRANCOIS BLVD,534.0,12532004.0,-122.3864206245,37.7698000457,,610,610-1,Port 3,TERRY A FRANCOIS 400-500,TERRY A FRANCOIS 400-500,POINT (-122.386420624 37.769800046),Mission Bay,6,4,34,34,1,10,ON_STREET,Active,Single-space,POINT(-122.3864206245 37.7698000457),-122.386_37.77,True,False,2.0_Mission Bay_6
183166,816-03090,9,ON,PORT,44.0,816031,M,-,MS,MacKay,Tango,Grey,816.0,16TH ST,309.0,15049000.0,-122.3867083468,37.7669517501,,600,600-1,Port 3,Terry Francois,Terry Francois 700-800,POINT (-122.386708347 37.76695175),Mission Bay,6,4,34,34,1,10,ON_STREET,Active,Multi-space,POINT(-122.3867083468 37.7669517501),-122.387_37.767,True,False,44.0_Mission Bay_6
183660,691-00380,0,ON,SFMTA,12.0,691002,M,-,SS,IPS,M5,Grey,691.0,UNION ST,38.0,12832000.0,-122.4013322999,37.801478098100006,,203,203-4,G-1,Broadway St: Unit - 800,Battery: 800 - 1200,POINT (-122.4013323 37.801478098),Financial District/South Beach,3,8,77,77,6,3,ON_STREET,Active,Single-space,POINT(-122.4013322999 37.801478098100006),-122.401_37.801,True,False,12.0_Financial District/South Beach_3
178553,581-25060,0,ON,SFMTA,25.0,581252,M,-,SS,IPS,M5,Grey,581.0,NORIEGA ST,2506.0,9666000.0,-122.4906412994,37.7537142028,,332,332-2,A-2,Noriega St: 2300 - 2500,Noriega 30th Ave - 34th Ave,POINT (-122.490641299 37.753714203),Sunset/Parkside,4,35,39,39,10,7,ON_STREET,Active,Single-space,POINT(-122.4906412994 37.7537142028),-122.491_37.754,True,False,25.0_Sunset/Parkside_4
184451,924-00130,0,OFF,SFMTA,36.0,591102,U,UP,-,-,-,-,591.0,OCEAN AVE,1000.0,9819201.0,-122.453603815,37.7236367547,,,,O-1,,,POINT (-122.453603815 37.723636755),West of Twin Peaks,7,41,71,71,9,8,OFF_STREET,Unmetered,Unknown,POINT(-122.453603815 37.7236367547),-122.454_37.724,False,False,36.0_West of Twin Peaks_7
183356,686-00326,0,ON,SFMTA,13.0,686002,U,U1,-,-,-,-,686.0,TURK ST,32.0,12716000.0,-122.4104779006,37.7833117981,,,,R-4,,,POINT (-122.410477901 37.783311798),Tenderloin,5,36,20,20,5,10,ON_STREET,Unmetered,Unknown,POINT(-122.4104779006 37.7833117981),-122.41_37.783,False,False,13.0_Tenderloin_5
177303,540-29040,0,ON,SFMTA,8.0,540292,T,U5,SS,MacKay,mkBeacon,Grey,540.0,LAGUNA ST,2904.0,7978000.0,-122.4305329004,37.7979234,,DPT MOS,DPT MOS,F-2,,,POINT (-122.4305329 37.7979234),Marina,2,13,15,15,4,6,ON_STREET,Temporarily Inactive,Single-space,POINT(-122.4305329004 37.7979234),-122.431_37.798,False,True,8.0_Marina_2
174760,331-04040,0,ON,SFMTA,2.0,331042,M,-,SS,IPS,M5,Grey,331.0,BRYANT ST,404.0,3280000.0,-122.3938641024,37.7830105972,,430,430-52,M-3,Bryant St: 300-600 Stillman St,Bryant: 600,POINT (-122.393864102 37.783010597),Financial District/South Beach,6,8,32,32,1,10,ON_STREET,Active,Single-space,POINT(-122.3938641024 37.7830105972),-122.394_37.783,True,False,2.0_Financial District/South Beach_6
184585,568-06003,0,ON,SFMTA,1.0,568061,P,-,MS,MacKay,Tango,Grey,568.0,MISSION ST,600.0,9092000.0,-122.400158,37.787615,,M-403,M403-1,M-2,Mission St: Mint St,Mission St: 200,POINT (-122.400158 37.787615),Financial District/South Beach,6,8,32,32,1,10,ON_STREET,Pay-by-license plate,Multi-space,POINT(-122.400158 37.787615),-122.4_37.788,False,False,1.0_Financial District/South Beach_6
176749,561-00136,6,ON,SFMTA,1.0,561001,M,-,MS,MacKay,Tango,Black,561.0,MAIN ST,13.0,8627000.0,-122.3960200005,37.7928121992,,M-405,M405-1,M-1,Folsom St: Main St: Spear St:,"Main St: Unit, 200",POINT (-122.396020001 37.792812199),Financial District/South Beach,6,8,108,108,6,10,ON_STREET,Active,Multi-space,POINT(-122.3960200005 37.7928121992),-122.396_37.793,True,False,1.0_Financial District/South Beach_6
177390,502-27030,0,ON,SFMTA,6.0,502271,M,-,SS,IPS,M5,Grey,502.0,JONES ST,2703.0,7601000.0,-122.4171800983,37.806320200600005,,201,201-52,F-1,Fishermans Wharf,Fishermans Wharf,POINT (-122.417180098 37.806320201),North Beach,3,23,99,99,6,3,ON_STREET,Active,Single-space,POINT(-122.4171800983 37.806320200600005),-122.417_37.806,True,False,6.0_North Beach_3
183748,830-07150,0,ON,PORT,11.0,830071,M,-,SS,IPS,M5,Grey,830.0,EMBARCADERO NORTH,715.0,12556102.0,-122.400048902,37.8016447023,,613,613-1,Port 1,Embarcadero North Port,Embarcadero North | Unit-600,POINT (-122.400048902 37.801644702),Financial District/South Beach,3,8,77,77,6,3,ON_STREET,Active,Single-space,POINT(-122.400048902 37.8016447023),-122.4_37.802,True,False,11.0_Financial District/South Beach_3
183527,720-03500,50,ON,SFMTA,1.0,720032,M,-,MS,MacKay,Elite,Grey,720.0,WASHINGTON ST,350.0,13406000.0,-122.3998365995,37.7960206018,,M-222,M222-2,G-2,Washington St: 200 - 400,"Washington St: 200, 300, 500",POINT (-122.3998366 37.796020602),Financial District/South Beach,3,8,77,77,6,3,ON_STREET,Active,Multi-space,POINT(-122.3998365995 37.7960206018),-122.4_37.796,True,False,1.0_Financial District/South Beach_3
185109,830-03003,0,ON,PORT,1.0,830031,P,-,MS,MacKay,Tango,Grey,,EMBARCADERO NORTH,300.0,12554101.0,-122.3966022019,37.7977657978,,613,613-1,Port 2,Embarcadero North Port,Embarcadero North | Unit-600,POINT (-122.396602202 37.797765798),Financial District/South Beach,3,8,77,77,6,3,ON_STREET,Pay-by-license plate,Multi-space,POINT(-122.3966022019 37.7977657978),-122.397_37.798,False,False,1.0_Financial District/South Beach_3
176568,419-08390,0,ON,SFMTA,3.0,419081,M,-,SS,IPS,M5,Grey,419.0,FRANKLIN ST,839.0,5811000.0,-122.4225278978,37.782562998,,409,409-1,J-3,Franklin St: Unit - 900,Franklin Unit-800,POINT (-122.422527898 37.782562998),Western Addition,2,39,100,100,4,11,ON_STREET,Active,Single-space,POINT(-122.4225278978 37.782562998),-122.423_37.783,True,False,3.0_Western Addition_2
179882,324-10160,0,ON,SFMTA,12.0,324102,M,-,SS,IPS,M5,Grey,324.0,BATTERY ST,1016.0,2765000.0,-122.401379317,37.80061740400001,,203,203-4,G-1,Broadway St: Unit - 800,Battery: 800 - 1200,POINT (-122.401379317 37.800617404),Financial District/South Beach,3,8,77,77,6,3,ON_STREET,Active,Single-space,POINT(-122.401379317 37.80061740400001),-122.401_37.801,True,False,12.0_Financial District/South Beach_3
181395,680-11100,0,ON,SFMTA,26.0,680112,M,-,SS,IPS,M5,Grey,680.0,TARAVAL ST,1110.0,12397000.0,-122.4783335978,37.743016201,,321,321-2,A-2,Taraval St: 400 - 1800,Taraval,POINT (-122.478333598 37.743016201),Sunset/Parkside,4,35,40,40,10,7,ON_STREET,Active,Single-space,POINT(-122.4783335978 37.743016201),-122.478_37.743,True,False,26.0_Sunset/Parkside_4
183792,831-04550,0,ON,PORT,2.0,831042,M,-,SS,MacKay,mkBeacon,Black,831.0,EMBARCADERO SOUTH,455.0,12549201.0,-122.3876590183,37.7881516826,,614,614-2,Port 2,South Embarcadero,South Embarcadero 400-700,POINT (-122.387659018 37.788151683),Financial District/South Beach,6,8,30,30,1,10,ON_STREET,Active,Single-space,POINT(-122.3876590183 37.7881516826),-122.388_37.788,True,False,2.0_Financial District/South Beach_6
178695,666-02270,0,ON,SFMTA,1.0,666021,M,-,SS,IPS,M5,Yellow,666.0,SUTTER ST,227.0,12320000.0,-122.4048575998,37.7896456,,209,209-3,I-3,Bush St: 100 - 900 Sutter St,Sutter: Unit - 800,POINT (-122.4048576 37.7896456),Financial District/South Beach,3,8,19,19,6,3,ON_STREET,Active,Single-space,POINT(-122.4048575998 37.7896456),-122.405_37.79,True,False,1.0_Financial District/South Beach_3
174645,323-00560,0,ON,SFMTA,4.0,323002,U,U9,-,-,-,-,323.0,BARTLETT ST,56.0,2742000.0,-122.419996401,37.7560179018,,,,R-3,,,POINT (-122.419996401 37.756017902),Mission,9,20,53,53,3,2,ON_STREET,Unmetered,Unknown,POINT(-122.419996401 37.7560179018),-122.42_37.756,False,False,4.0_Mission_9
177258,401-04280,0,ON,SFMTA,13.0,401042,M,-,SS,IPS,M5,Grey,401.0,ELLIS ST,428.0,5174000.0,-122.4139959197,37.7847739027,,415,415-2,J-1,Ellis St: Unit - 900,Ellis Unit-300,POINT (-122.41399592 37.784773903),Tenderloin,5,36,20,20,5,10,ON_STREET,Active,Single-space,POINT(-122.4139959197 37.7847739027),-122.414_37.785,True,False,13.0_Tenderloin_5
184320,830-07006,0,ON,PORT,11.0,830072,P,-,MS,MacKay,Tango,Grey,,EMBARCADERO NORTH,700.0,12556202.0,-122.4000357983,37.802220701100005,,613,613-1,Port 1,Embarcadero North Port,Embarcadero North | Unit-600,POINT (-122.400035798 37.802220701),Financial District/South Beach,3,8,77,77,6,3,ON_STREET,Pay-by-license plate,Multi-space,POINT(-122.4000357983 37.802220701100005),-122.4_37.802,False,False,11.0_Financial District/South Beach_3
183076,684-03812,2,ON,SFMTA,2.0,684031,T,UC,MS,MacKay,Elite,Grey,684.0,TOWNSEND ST,381.0,12663000.0,-122.3967507183,37.7755305019,,M-419,M-419,N-4,Townsend St: 100 - 500,Townsend St. 300 - 500,POINT (-122.396750718 37.775530502),Mission Bay,6,4,34,34,1,10,ON_STREET,Temporarily Inactive,Multi-space,POINT(-122.3967507183 37.7755305019),-122.397_37.776,False,True,2.0_Mission Bay_6
181544,691-18090,0,ON,SFMTA,8.0,691181,M,-,SS,MacKay,mkBeacon,Grey,691.0,UNION ST,1809.0,12867000.0,-122.4292386004,37.7978219007,,215,215-3,F-2,Union St:1500-2200 Fillmore St,Filbert/Fillmore/Greenwich/Pix,POINT (-122.4292386 37.797821901),Marina,2,13,15,15,4,6,ON_STREET,Active,Single-space,POINT(-122.4292386004 37.7978219007),-122.429_37.798,True,False,8.0_Marina_2
183981,826-06600,0,ON,PORT,2.0,826062,M,-,SS,IPS,M5,Grey,826.0,DELANCEY ST,660.0,117000.0,-122.3892455005,37.7830112007,,607,607-4,Port 3,Beale st and Delancy St,Delancy St 600,POINT (-122.389245501 37.783011201),Financial District/South Beach,6,8,31,31,1,10,ON_STREET,Active,Single-space,POINT(-122.3892455005 37.7830112007),-122.389_37.783,True,False,2.0_Financial District/South Beach_6
182901,703-01050,0,ON,SFMTA,10.0,703011,M,-,SS,IPS,M5,Grey,703.0,VICENTE ST,105.0,13236000.0,-122.4673530978,37.7397923981,,320,320-1,A-1,West Portal Ave: Unit - 300,West Portal,POINT (-122.467353098 37.739792398),West of Twin Peaks,7,41,46,46,10,8,ON_STREET,Active,Single-space,POINT(-122.4673530978 37.7397923981),-122.467_37.74,True,False,10.0_West of Twin Peaks_7
177769,520-08140,0,ON,SFMTA,1.0,520082,U,U5,-,-,-,-,520.0,KEARNY ST,814.0,7760000.0,-122.4049789977,37.7958034993,,,,G-3,,,POINT (-122.404978998 37.795803499),Chinatown,3,6,104,104,6,3,ON_STREET,Unmetered,Unknown,POINT(-122.4049789977 37.7958034993),-122.405_37.796,False,False,1.0_Chinatown_3
178832,471-12040,0,ON,SFMTA,14.0,471122,M,-,SS,IPS,M5,Grey,471.0,HARRISON ST,1204.0,6732000.0,-122.4087776979,37.7736828299,,M418,M418,N-2,,,POINT (-122.408777698 37.77368283),South of Market,6,34,32,32,1,10,ON_STREET,Active,Single-space,POINT(-122.4087776979 37.7736828299),-122.409_37.774,True,False,14.0_South of Market_6
184346,892-00005,5,OFF,PORT,1.0,830012,T,UP,MS,MacKay,Elite,Black,830.0,EMBARCADERO NORTH,5.0,12553201.0,-122.3946798013,37.796456701,,602,602-1,Port 2,Pier 1/2,Pier 1/2,POINT (-122.394679801 37.796456701),Financial District/South Beach,3,8,108,108,6,3,OFF_STREET,Temporarily Inactive,Multi-space,POINT(-122.3946798013 37.796456701),-122.395_37.796,False,True,1.0_Financial District/South Beach_3
176002,327-14290,0,ON,SFMTA,15.0,327141,M,-,SS,IPS,M5,Grey,327.0,BROADWAY,1429.0,3169201.0,-122.4210717992,37.7959491991,,135,135-1,D-2,Pacific St: Broadway St,Pacific 1500-1700,POINT (-122.421071799 37.795949199),Russian Hill,3,32,105,105,4,3,ON_STREET,Active,Single-space,POINT(-122.4210717992 37.7959491991),-122.421_37.796,True,False,15.0_Russian Hill_3
182257,612-16300,0,ON,SFMTA,15.0,612162,M,-,SS,IPS,M5,Yellow,612.0,POLK ST,1630.0,10571000.0,-122.4209279993,37.7921538007,,412,412-4,D-2,Polk St: 100 - 2400,Polk Unit-900,POINT (-122.420927999 37.792153801),Nob Hill,3,21,105,105,4,3,ON_STREET,Active,Single-space,POINT(-122.4209279993 37.7921538007),-122.421_37.792,True,False,15.0_Nob Hill_3
184964,207-05350,0,ON,SFMTA,14.0,207051,M,-,SS,MacKay,mkBeacon,Grey,207.0,07TH ST,535.0,375000.0,-122.4036852647,37.7735521181,,428,428-1,S-1,Bryant St: 800,Bryant 800,POINT (-122.403685265 37.773552118),South of Market,6,34,32,32,1,10,ON_STREET,Active,Single-space,POINT(-122.4036852647 37.7735521181),-122.404_37.774,True,False,14.0_South of Market_6
175517,226-34090,0,ON,SFMTA,29.0,226341,M,-,SS,IPS,M5,Grey,226.0,26TH ST,3409.0,1526000.0,-122.4186419022,37.7489636977,,306,306-2,R-5,Mission St: 2800 - 3000,24th / 25th / Cesar Chavez / Mis,POINT (-122.418641902 37.748963698),Mission,9,20,53,53,3,2,ON_STREET,Active,Single-space,POINT(-122.4186419022 37.7489636977),-122.419_37.749,True,False,29.0_Mission_9
182196,440-09260,0,ON,SFMTA,15.0,440092,M,-,SS,IPS,M5,Grey,440.0,GEARY ST,926.0,6117000.0,-122.4190874004,37.7860365984,,113,113-2,E-3,Post - Geary - O Farrell,Post-Geary-Offarrell,POINT (-122.4190874 37.786036598),Tenderloin,3,36,50,50,4,10,ON_STREET,Active,Single-space,POINT(-122.4190874004 37.7860365984),-122.419_37.786,True,False,15.0_Tenderloin_3
175024,219-33470,0,ON,SFMTA,4.0,219331,M,-,SS,IPS,M5,Grey,219.0,19TH ST,3347.0,971000.0,-122.4188863018,37.7602077973,,334,334-1,R-3,Mission St: 2100 - 2400,Mission 2100-2400,POINT (-122.418886302 37.760207797),Mission,9,20,53,53,3,2,ON_STREET,Active,Single-space,POINT(-122.4188863018 37.7602077973),-122.419_37.76,True,False,4.0_Mission_9
184188,911-00114,14,OFF,SFMTA,24.0,108131,M,-,MS,MacKay,EliteTango,Grey,108.0,08TH AVE,1325.0,396000.0,-122.465828899,37.7635579993,,M-904,M904-1,A-4,Irving St at 8th Ave: Lot,Irving at 8th Ave. Lot,POINT (-122.465828899 37.763557999),Inner Sunset,7,14,109,109,10,11,OFF_STREET,Active,Multi-space,POINT(-122.465828899 37.7635579993),-122.466_37.764,True,False,24.0_Inner Sunset_7
179854,444-00330,0,ON,SFMTA,1.0,444001,M,-,SS,IPS,M5,Yellow,444.0,GRANT AVE,33.0,6381000.0,-122.4050866996,37.7876461976,,204,204-1,I-3,Grant Ave: Unit -1500,Grant: Unit - 300,POINT (-122.4050867 37.787646198),Financial District/South Beach,3,8,19,19,6,3,ON_STREET,Active,Single-space,POINT(-122.4050866996 37.7876461976),-122.405_37.788,True,False,1.0_Financial District/South Beach_3
178626,618-05040,0,ON,SFMTA,19.0,618052,M,-,SS,MacKay,mkBeacon,Grey,618.0,PRESIDIO AVE,504.0,10766000.0,-122.4466604979,37.7870678016,,103,103-4,C-2,Divisadero St: Sacramento St,California - Presidio,POINT (-122.446660498 37.787067802),Presidio Heights,2,31,103,103,8,6,ON_STREET,Active,Single-space,POINT(-122.4466604979 37.7870678016),-122.447_37.787,True,False,19.0_Presidio Heights_2
180756,447-01050,0,ON,SFMTA,12.0,447011,M,-,SS,IPS,M5,Grey,447.0,GREENWICH ST,105.0,6485000.0,-122.4022671,37.8031490975,,203,203-5,G-1,Broadway St: Unit - 800,Greenwich: 100 Sansome,POINT (-122.4022671 37.803149098),Financial District/South Beach,3,8,77,77,6,3,ON_STREET,Active,Single-space,POINT(-122.4022671 37.8031490975),-122.402_37.803,True,False,12.0_Financial District/South Beach_3
183033,600-04180,0,ON,SFMTA,12.0,600042,M,-,SS,IPS,M5,Grey,600.0,PACIFIC AVE,418.0,10120000.0,-122.4028341022,37.7974436981,,DPT MOS,DPT MOS,G-2,,,POINT (-122.402834102 37.797443698),North Beach,3,23,106,106,6,3,ON_STREET,Active,Single-space,POINT(-122.4028341022 37.7974436981),-122.403_37.797,True,False,12.0_North Beach_3
